brinkey label	brinkey ppn	brinkey ppn hierarchy	hierarchy depth
De Goorn	277359694	075632705,075632861,277359694	3
Kerkbuurt	277363608	075632705,075632861,277363608	3
Slootdorp	252132319	075632705,075632861,252132319	3
Callantsoog	075653397	075632705,075632861,075653397	3
Hekslootpolder	281311722	075632705,075632861,281311722	3
Gouwzee	282386521	075632705,075632861,282386521	3
Oost-Graftdijk	285636642	075632705,075632861,285636642	3
Overveen	288554590	075632705,075632861,288554590	3
Oud-Loosdrecht	288889215	075632705,075632861,288889215	3
Meer en Berg	288975030	075632705,075632861,288975030	3
Leekerlanden	288982185	075632705,075632861,288982185	3
Assum	291341330	075632705,075632861,291341330	3
Middenmeer	291922562	075632705,075632861,291922562	3
Wijk aan Duin	292310560	075632705,075632861,292310560	3
Uitdam	29279312X	075632705,075632861,29279312X	3
IJ, Het	293911908	075632705,075632861,293911908	3
Westbeemster	294536159	075632705,075632861,294536159	3
Middelie	29453623X	075632705,075632861,29453623X	3
Schagerkogge	296442267	075632705,075632861,296442267	3
Broekpolder (Heemskerk/Beverwijk)	296638188	075632705,075632861,296638188	3
Poolland	296686891	075632705,075632861,296686891	3
Haringhuizen	296836559	075632705,075632861,296836559	3
Hippolytushoef	27443671X	075632705,075632861,27443671X	3
Kleine Sluis	297207512	075632705,075632861,297207512	3
Schoorldam	297343807	075632705,075632861,297343807	3
De Stolpen	297343815	075632705,075632861,297343815	3
De Woude	297355449	075632705,075632861,297355449	3
Zuid-Scharwoude	297457330	075632705,075632861,297457330	3
Boomerwaal	297482114	075632705,075632861,297482114	3
Kleimeer	297482130	075632705,075632861,297482130	3
Westbeverkoog	297482157	075632705,075632861,297482157	3
Pettemerduinen	297482246	075632705,075632861,297482246	3
Berkenbos	297487221	075632705,075632861,297487221	3
Loenderveensche plas	297487418	075632705,075632861,297487418	3
Het Woud	297510983	075632705,075632861,297510983	3
Wimmenum	297511009	075632705,075632861,297511009	3
Thamerpolder	297511424	075632705,075632861,297511424	3
Noorder Legmeerpolder	297511459	075632705,075632861,297511459	3
Zwaagdijk	297564900	075632705,075632861,297564900	3
Crailo	301168172	075632705,075632861,301168172	3
Westeinde (NH)	301854882	075632705,075632861,301854882	3
Geestmerambacht	296305855	075632705,075632861,296305855	3
Cruquius	296987948	075632705,075632861,296987948	3
Nieuw-Loosdrecht	298663589	075632705,075632861,298663589	3
De Streek	298957574	075632705,075632861,298957574	3
Vechtplassen	298958287	075632705,075632861,298958287	3
Lisserbroek	298958805	075632705,075632861,298958805	3
Mijzenpolder	303937920	075632705,075632861,303937920	3
Westrandscheg	304301779	075632705,075632861,304301779	3
Kudelstaart	303452838	075632705,075632861,303452838	3
Horn- en Kuyerpolder	304306495	075632705,075632861,304306495	3
Oterleek	304310670	075632705,075632861,304310670	3
De Liede	30431904X	075632705,075632861,30431904X	3
Kalverpolder	304320811	075632705,075632861,304320811	3
's-Gravelandsepolder	304321818	075632705,075632861,304321818	3
Dijkmanshuizen	304323438	075632705,075632861,304323438	3
Laag Holland	304323780	075632705,075632861,304323780	3
Nationaal Park Zuid-Kennemerland	305187651	075632705,075632861,305187651	3
't Veld (Niedorp)	308017765	075632705,075632861,308017765	3
Broekhorn	308042999	075632705,075632861,308042999	3
Ouderkerkerplas	310612098	075632705,075632861,310612098	3
Aerdenhout	311442625	075632705,075632861,311442625	3
Dirkshorn	314216030	075632705,075632861,314216030	3
Zwanenwater	315622385	075632705,075632861,315622385	3
Boskerpolder	315622725	075632705,075632861,315622725	3
Oudendijk (NH)	315624795	075632705,075632861,315624795	3
Varkensland	315641541	075632705,075632861,315641541	3
West-Graftdijk	321679172	075632705,075632861,321679172	3
Zwaanshoek	322251508	075632705,075632861,322251508	3
Klarenbeek (natuurgebied)	322739438	075632705,075632861,322739438	3
Neck	32356190X	075632705,075632861,32356190X	3
Noord-Scharwoude	323854761	075632705,075632861,323854761	3
Krabbendam	328834955	075632705,075632861,328834955	3
Weelpolder	328836966	075632705,075632861,328836966	3
Edam-Volendam	331179229	075632705,075632861,331179229	3
Stompetoren	331238306	075632705,075632861,331238306	3
Stroe (NH)	337720819	075632705,075632861,337720819	3
Verlaat	325842477	075632705,075632861,325842477	3
Bentveld	329350439	075632705,075632861,329350439	3
Ringvaart Haarlemmermeerpolder	332484580	075632705,075632861,332484580	3
Oudesluis	332487156	075632705,075632861,332487156	3
Oostknollendam	333499638	075632705,075632861,333499638	3
Noordwest-Holland	333624165	075632705,075632861,333624165	3
Oosterland (NH)	334085101	075632705,075632861,334085101	3
Beinsdorp	334357055	075632705,075632861,334357055	3
Lambertschaag	334498430	075632705,075632861,334498430	3
Westfriese Omringdijk	334538971	075632705,075632861,334538971	3
Groet	337067260	075632705,075632861,337067260	3
Weesperkarspel	384039995	075632705,075632861,384039995	3
Driemond	384041116	075632705,075632861,384041116	3
Egelshoek	393849252	075632705,075632861,393849252	3
Koedijk	075668858	075632705,075632861,075668858	3
Schiphol	075673827	075632705,075632861,075673827	3
Veenhuizen (NH)	419771433	075632705,075632861,419771433	3
Hondsbossche Duinen	420839682	075632705,075632861,420839682	3
Katwoude	07568568X	075632705,075632861,07568568X	3
Eenigenburg	075689006	075632705,075632861,075689006	3
Bobeldijk	398185425	075632705,075632861,398185425	3
Santpoort-Noord	410954489	075632705,075632861,410954489	3
Petten	078854458	075632705,075632861,078854458	3
Ouderkerk aan de Amstel	081840101	075632705,075632861,081840101	3
De Rijp	08505867X	075632705,075632861,08505867X	3
Middenbeemster	088950883	075632705,075632861,088950883	3
Stede Broec	089515382	075632705,075632861,089515382	3
Noordzeekanaal	090981049	075632705,075632861,090981049	3
Noorderkwartier	09538121X	075632705,075632861,09538121X	3
Zeevang (gemeente)	096106018	075632705,075632861,096106018	3
Bloemendalerpolder	270918507	075632705,075632861,270918507	3
De Drieban (polder)	274145081	075632705,075632861,274145081	3
Zuideinde (NH)	287807932	075632705,075632861,287807932	3
Slotervaart/Overtoomse Veld (Amsterdam)	288269691	075632705,075632861,288269691	3
Enkhuizerzand	288429117	075632705,075632861,288429117	3
Het Grootslag	305439316	075632705,075632861,305439316	3
't Zand (NH)	313035970	075632705,075632861,313035970	3
Oudkarspel	314207473	075632705,075632861,314207473	3
Groote Keeten	314288155	075632705,075632861,314288155	3
Onderdijk	315466014	075632705,075632861,315466014	3
Schagerbrug	316318159	075632705,075632861,316318159	3
Waarland	317175181	075632705,075632861,317175181	3
Burgerbrug	317198270	075632705,075632861,317198270	3
Wijdemeren	31730612X	075632705,075632861,31730612X	3
Beets	317810596	075632705,075632861,317810596	3
Aetsveldsepolder	317811118	075632705,075632861,317811118	3
Bangert	318119013	075632705,075632861,318119013	3
Koewijzend	318119048	075632705,075632861,318119048	3
Koggenland	321435478	075632705,075632861,321435478	3
Den Hoorn (Texel)	322366879	075632705,075632861,322366879	3
Hobrede	322706165	075632705,075632861,322706165	3
Vier Noorderkoggen (polder)	322817013	075632705,075632861,322817013	3
Etersheim	323924484	075632705,075632861,323924484	3
Oosterend (Texel)	324430515	075632705,075632861,324430515	3
Oosterblokker	328662283	075632705,075632861,328662283	3
Slotermeer (Amsterdam)	329801406	075632705,075632861,329801406	3
Visbuurt (Den Helder)	331431297	075632705,075632861,331431297	3
Brettenzone	331535823	075632705,075632861,331535823	3
Nijenburg	337815003	075632705,075632861,337815003	3
Schrinkkaag (polder)	338152547	075632705,075632861,338152547	3
Lutjewinkel	338225390	075632705,075632861,338225390	3
De Cocksdorp	338794263	075632705,075632861,338794263	3
Zuidoostbeemster	339138130	075632705,075632861,339138130	3
Wogmeer	339151722	075632705,075632861,339151722	3
Haarlemmerliede en Spaarnwoude	341745626	075632705,075632861,341745626	3
Waarderpolder	344677672	075632705,075632861,344677672	3
De Kampen (buurtschap)	344679411	075632705,075632861,344679411	3
Sint Maartensbrug	345574834	075632705,075632861,345574834	3
Polder Waard en Groet	356409384	075632705,075632861,356409384	3
Amsteldiep	35752604X	075632705,075632861,35752604X	3
Nieuw Hembrug	357585097	075632705,075632861,357585097	3
Markenbinnen	358189985	075632705,075632861,358189985	3
De Hoek	364552999	075632705,075632861,364552999	3
Schardam	372554261	075632705,075632861,372554261	3
Stelling van Amsterdam	391063588	075632705,075632861,391063588	3
Kwadijk	40404851X	075632705,075632861,40404851X	3
Gemeenschapspolder	408476524	075632705,075632861,408476524	3
Zijdewind	413172406	075632705,075632861,413172406	3
Moerbeek	413172449	075632705,075632861,413172449	3
Overijssel	075633159	075632705,075633159	2
Overijssel ; geschiedenis	075617889	075632705,075633159,075617889	3
Overijssel ; plaatsbeschrijvingen	075617897	075632705,075633159,075617897	3
Overijssel ; ruimtelijke ordening	075617900	075632705,075633159,075617900	3
Overijssel ; sociografie	075617919	075632705,075633159,075617919	3
Almelo	075629445	075632705,075633159,075629445	3
Sluitersveld (Almelo)	273376187	075632705,075633159,075629445,273376187	4
Schipbeek	07563192X	075632705,075633159,07563192X	3
Giethoorn	075630966	075632705,075633159,075630966	3
Kampen	075631555	075632705,075633159,075631555	3
Brunnepe (Kampen)	292394284	075632705,075633159,075631555,292394284	4
Hengelo (O)	075631563	075632705,075633159,075631563	3
't Lansink (Hengelo, O)	156233134	075632705,075633159,075631563,156233134	4
Weusthagpark	364148209	075632705,075633159,075631563,364148209	4
Twente	07563385X	075632705,075633159,07563385X	3
Vollenhove	075634198	075632705,075633159,075634198	3
Vriezenveen	075634309	075632705,075633159,075634309	3
Nieuwleusen	07563659X	075632705,075633159,07563659X	3
Hasselt (O)	075637065	075632705,075633159,075637065	3
Steenwijk	075639165	075632705,075633159,075639165	3
Wesepe	075639289	075632705,075633159,075639289	3
Borne	075639432	075632705,075633159,075639432	3
Hardenberg (O)	07564245X	075632705,075633159,07564245X	3
Lonneker	075632268	075632705,075633159,075632268	3
Zwolle (O)	075634791	075632705,075633159,075634791	3
Indische Buurt (Zwolle)	234663642	075632705,075633159,075634791,234663642	4
Kamperpoort (Zwolle)	241009634	075632705,075633159,075634791,241009634	4
Stadshagen (Zwolle)	27792524X	075632705,075633159,075634791,27792524X	4
Assendorp (Zwolle)	265773121	075632705,075633159,075634791,265773121	4
Aa-landen (Zwolle)	333426118	075632705,075633159,075634791,333426118	4
Vogelbuurt (Zwolle)	334339014	075632705,075633159,075634791,334339014	4
Diepenheim	075637863	075632705,075633159,075637863	3
Zwartsluis	075640317	075632705,075633159,075640317	3
Lemelerveld	075640627	075632705,075633159,075640627	3
Blokzijl	075643324	075632705,075633159,075643324	3
Den Ham (O)	075643456	075632705,075633159,075643456	3
Vroomshoop	075643464	075632705,075633159,075643464	3
Genemuiden	075644770	075632705,075633159,075644770	3
Zalk	075645033	075632705,075633159,075645033	3
Ommen	075645343	075632705,075633159,075645343	3
Lemelerberg (Ommen)	400862107	075632705,075633159,075645343,400862107	4
Park 1813 (Ommen)	400862182	075632705,075633159,075645343,400862182	4
Grafhorst	075645432	075632705,075633159,075645432	3
Staphorst	075649225	075632705,075633159,075649225	3
IJhorst	075649292	075632705,075633159,075649292	3
Rouveen	075649306	075632705,075633159,075649306	3
Holten	075649667	075632705,075633159,075649667	3
Bergentheim	075666499	075632705,075633159,075666499	3
Ankum	075666758	075632705,075633159,075666758	3
Zuidveen	075670801	075632705,075633159,075670801	3
Manderveen	075672510	075632705,075633159,075672510	3
Vasse	075672553	075632705,075633159,075672553	3
Gramsbergen	07567274X	075632705,075633159,07567274X	3
Twickel (landgoed)	075673398	075632705,075633159,075673398	3
Vilsteren	075677962	075632705,075633159,075677962	3
Oud Avereest	075677997	075632705,075633159,075677997	3
Losser	075681331	075632705,075633159,075681331	3
Hertme	075681595	075632705,075633159,075681595	3
Rheeze	075681722	075632705,075633159,075681722	3
Windesheim	075681897	075632705,075633159,075681897	3
De Lutte	075686422	075632705,075633159,075686422	3
Denekamp	075668114	075632705,075633159,075668114	3
Weerribben	075668424	075632705,075633159,075668424	3
Heino	075668599	075632705,075633159,075668599	3
Den Haller	075683199	075632705,075633159,075683199	3
Enter	075683989	075632705,075633159,075683989	3
Olst	075687275	075632705,075633159,075687275	3
Salland	085310271	075632705,075633159,085310271	3
IJsselham	101429533	075632705,075633159,101429533	3
Weerselo	101916825	075632705,075633159,101916825	3
Geesteren (O)	102032165	075632705,075633159,102032165	3
Saasveld	102033773	075632705,075633159,102033773	3
Albergen	090555198	075632705,075633159,090555198	3
Glanerbrug	097942154	075632705,075633159,097942154	3
Buurse	097955205	075632705,075633159,097955205	3
Slagharen	099856913	075632705,075633159,099856913	3
Ambt Delden	10184039X	075632705,075633159,10184039X	3
Goor	127361251	075632705,075633159,127361251	3
Westerhaar-Vriezenveensewijk	125621809	075632705,075633159,125621809	3
Hellendoorn	126306710	075632705,075633159,126306710	3
Eelerberg	192875132	075632705,075633159,126306710,192875132	4
Haarlerberg	075643782	075632705,075633159,126306710,075643782	4
Land van Vollenhove	127849335	075632705,075633159,127849335	3
Kloosterhaar	139381449	075632705,075633159,139381449	3
Usselo	134548442	075632705,075633159,134548442	3
Reutum	136235328	075632705,075633159,136235328	3
Haarle	136235352	075632705,075633159,136235352	3
Mastenbroek	136492363	075632705,075633159,136492363	3
Langeveen	140807446	075632705,075633159,140807446	3
Colmschate	138374074	075632705,075633159,138374074	3
Ramspol	140800336	075632705,075633159,140800336	3
Bruinehaar	140807462	075632705,075633159,140807462	3
Dinxterveen	140948252	075632705,075633159,140948252	3
Mariaparochie	148742513	075632705,075633159,148742513	3
Kampereiland (gebied)	148855032	075632705,075633159,148855032	3
Wieden	149291574	075632705,075633159,149291574	3
Mander	149402619	075632705,075633159,149402619	3
Okkenbroek	151358249	075632705,075633159,151358249	3
Zenderen	161083773	075632705,075633159,161083773	3
Deurningen	173813151	075632705,075633159,173813151	3
Reest (rivier)	174071590	075632705,075633159,174071590	3
Kallenkote	186314280	075632705,075633159,186314280	3
Brederwiede	189608374	075632705,075633159,189608374	3
Dinkel	189753404	075632705,075633159,189753404	3
Dinkeldal	189753528	075632705,075633159,189753528	3
Heeten	155062778	075632705,075633159,155062778	3
Haaksbergerveen	155487108	075632705,075633159,155487108	3
Sint Isidorushoeve	168367289	075632705,075633159,168367289	3
Kamperveen	172471044	075632705,075633159,172471044	3
Buurserzand	172968062	075632705,075633159,172968062	3
Hoonhorst	18457417X	075632705,075633159,18457417X	3
Engelse Werk	184642906	075632705,075633159,184642906	3
Lankheet	184643287	075632705,075633159,184643287	3
De Leijen	185437451	075632705,075633159,185437451	3
Westenholte	189934212	075632705,075633159,189934212	3
Oudleusen	189995246	075632705,075633159,189995246	3
Meppelerdiep	191173207	075632705,075633159,191173207	3
Zwarte Water	191173304	075632705,075633159,191173304	3
Ramsdiep	191173347	075632705,075633159,191173347	3
Lemele	191266582	075632705,075633159,191266582	3
Boskamp	191266973	075632705,075633159,191266973	3
Eikelhof	19126699X	075632705,075633159,19126699X	3
Hengforden	191267015	075632705,075633159,191267015	3
Lettele	191268054	075632705,075633159,191268054	3
Dedemsvaart (kanaal)	190735171	075632705,075633159,190735171	3
