itemNumber	string	score
1288	fysische processen (procestechnologie)	6
1289	zonnecellen	6
1290	antistoffen	6
1291	regionale economie	6
1292	elektronenstructuur en elektrische	6
1293	reologie	6
1294	variabiliteit	6
1295	mechanische eigenschappen	6
1296	micro-elektronica	6
1297	thiolen	6
1298	oordelen, beslissen (psychologie)	6
1299	angiogenese	6
1300	methoden, technieken en organisatie van sociaal-wetenschappe	6
1301	biomathematica	6
1302	melkwegstelsel	6
1303	economische aspecten	6
1304	neurofysiologie	6
1305	engels	6
1306	51.70	6
1307	autisme	6
1308	financieel management	6
1309	actinomyceten	6
1310	33.38	6
1311	85.03	6
1312	bestuurlijke informatie(verzorging)	6
1313	membraanblaasjes	6
1314	technische microbiologie	6
1315	atmosfeer	6
1316	fotosynthese	6
1317	bacteriocinen	6
1318	langmuir-blodgett films	6
1319	diergedrag	6
1320	magnetische materialen	6
1321	evolutie	6
1322	cel-adhesiemoleculen	6
1323	42.30	6
1324	kosten-effectiviteitsanalyse	6
1325	data-analyse	6
1326	infecties	6
1327	ecologie	6
1328	herbivoren	6
1329	keramische materialen	6
1330	nederlandse taalkunde	6
1331	lymfklieren	6
1332	kinasen	6
1333	soorten arbeid(ers)	6
1334	atomic force microscopy	6
1335	fysiologie (geneeskunde)	6
1336	pulsen	6
1337	35.53	6
1338	44.84	6
1339	dynamische modellen	6
1340	engelse letterkunde	6
1341	stereochemie	6
1342	interpersoonlijke relaties	6
1343	logistiek management	6
1344	stralingsbeschadiging	6
1345	dikke darm	6
1346	bellettrie	6
1347	economische ontwikkeling	6
1348	onderwijs, beroepsuitoefening en organisaties van de bedrijf	6
1349	klassieke griekse letterkunde	6
1350	doorbloeding	6
1351	lange termijn	6
1352	methodologie	6
1353	koper	6
1354	levercellen	6
1355	tgf	6
1356	koolhydraten	6
1357	zuurstof	6
1358	kno	6
1359	epidermolysis bullosa	6
1360	calibratie	6
1361	klassieke latijnse letterkunde	6
1362	testistumoren	6
1363	geprogrammeerde toediening	6
1364	remstraling	6
1365	supergeleidend materiaal	6
1366	burgerlijk procesrecht	6
1367	stressoren (fysiologie)	6
1368	supergeleiding	6
1369	1970-1980	6
1370	sociale perceptie	6
1371	vernieuwing	6
1372	farmacologie	6
1373	saccharomyces cerevisiae	6
1374	dicotyledoneae	6
1375	intramurale gezondheidszorgvoorzieningen, ziekenhuiswezen	6
1376	kwaliteit van het $bestaan	6
1377	spectrochemische analyse	6
1378	cardiomyopathie	6
1379	economische toestand, ontwikkeling en structuur: algemeen	6
1380	factor viii	6
1381	zoutgebruik	6
1382	enteritis	6
1383	modificatie	6
1384	computergraphics	6
1385	cerebrovasculair accident	6
1386	endoplasmic reticulum	6
1387	secretion	6
1388	colloids	6
1389	priming	6
1390	geschiedenis en kunstgeschiedenis (geku)	6
1391	mediterranean region	6
1392	bioanalysis	6
1393	plant protection	6
1394	empathy	5
1395	public sector	5
1396	emerging markets	5
1397	creativity	5
1398	public transport	5
1399	malaria	5
1400	personalized medicine	5
1401	assessment	5
1402	molecular dynamics	5
1403	hepatocellular carcinoma	5
1404	falls	5
1405	mesenchymal stem cells	5
1406	spleen	5
1407	complexity	5
1408	relapse	5
1409	altruism	5
1410	atopic dermatitis	5
1411	decision support	5
1412	infancy	5
1413	maturation	5
1414	alzheimer’s disease	5
1415	cytogenetics	5
1416	pediatric	5
1417	globalization	5
1418	lung development	5
1419	status	5
1420	drug delivery	5
1421	embryo	5
1422	mouse model	5
1423	happiness	5
1424	information asymmetry	5
1425	manufacturing	5
1426	distribution	5
1427	review	5
1428	forecasting	5
1429	economics	5
1430	von willebrand factor	5
1431	criminal law	5
1432	cochlea	5
1433	genetic diversity	5
1434	diffusion tensor imaging	5
1435	esophageal cancer	5
1436	physical fitness	5
1437	coronary heart disease	5
1438	neurodegeneration	5
1439	wnt	5
1440	osteoblasts	5
1441	general practioner	5
1442	androgen receptor	5
1443	diaphragmatic hernia	5
1444	fluorescence	5
1445	identification	5
1446	lasers	5
1447	disruption management	5
1448	symptoms	5
1449	pseudomonas aeruginosa	5
1450	sickness absence	5
1451	management control systems	5
1452	b-cells	5
1453	prediction models	5
1454	coagulation	5
1455	biomechanics	5
1456	somatostatin	5
1457	mass screening	5
1458	estradiol	5
1459	innovations	5
1460	mouse models	5
1461	mutations	5
1462	asset pricing	5
1463	change	5
1464	fracture	5
1465	financial markets	5
1466	course	5
1467	urban governance	5
1468	ovarian cancer	5
1469	social security	5
1470	foreign direct investment	5
1471	pricing	5
1472	tissue	5
1473	france	5
1474	seasonality	5
1475	multiple myeloma	5
1476	corporate finance	5
1477	logistics	5
1478	knowledge sharing	5
1479	preterm infants	5
1480	traumatic brain injury	5
1481	frontotemporal dementia	5
1482	social influence	5
1483	private law	5
1484	reperfusion	5
1485	chronic hepatitis b	5
1486	saccades	5
1487	esophageal adenocarcinoma	5
1488	congenital heart diseases	5
1489	liposomes	5
1490	mast cells	5
1491	liver disease	5
1492	rectal cancer	5
1493	usa	5
1494	problem behavior	5
1495	peritoneum	5
1496	empowerment	5
1497	growth factors	5
1498	myocardial ischemia	5
1499	recombination	5
1500	haemostasis	5
1501	dna research	5
1502	market	5
1503	general practioners	5
1504	mobility	5
1505	vaccines	5
1506	coronary arteries	5
1507	organizational learning	5
1508	intestinal epithelium	5
1509	transparency	5
1510	analysis	5
1511	management innovation	5
1512	transferrin	5
1513	hematopoietic stem cells	5
1514	stakeholder theory	5
1515	scintigraphy	5
1516	dentritic cells	5
1517	long-term outcome	5
1518	poverty	5
1519	renal cancer	5
1520	economic aspects	5
1521	psychotherapie	5
1522	cytokinen	5
1523	health-related quality of life	5
1524	uganda	5
1525	spermatozoa	5
1526	legislation	5
1527	laparoscopic surgery	5
1528	medical economics	5
1529	gerontologie	5
1530	thyroid hormones	5
1531	bloeddruk	5
1532	testosteron	5
1533	wetenschapsfilosofie	5
1534	hoofd (mens)	5
1535	investments	5
1536	geboorte	5
1537	prostaglandins	5
1538	slokdarm	5
1539	konijn	5
1540	virtual reality	5
1541	pituitary	5
1542	men	5
1543	hernia	5
1544	dexamethasone	5
1545	stomach	5
1546	hulpverlening	5
1547	proefschrift-eur	5
1548	organisatieverandering	5
1549	respiratory distress syndrome	5
1550	cat	5
1551	homeostasis	5
1552	transformation	5
1553	energy balance	5
1554	infant	5
1555	milieurecht	5
1556	embryologie (geneeskunde)	5
1557	metabolic syndrome	5
1558	investeringen	5
1559	norms	5
1560	huisarts	5
1561	vruchtbaarheid	5
1562	hypoxie	5
1563	visual system	5
1564	blood	5
1565	intestine	5
1566	seksueel gedrag	5
1567	south africa	5
1568	self-regulation	5
1569	cerebral palsy	5
1570	zebrafish	5
1571	carotid artery	5
1572	animal	5
1573	chicken	5
1574	ecology	5
1575	regulatory t cells	5
1576	genanalyse	5
1577	politieke besluitvorming	5
1578	democracy	5
1579	stability	5
1580	belgië	5
1581	herstel	5
1582	neutrofiele granulocyten	5
1583	signalen	5
1584	antigenen	5
1585	osteoporose	5
1586	afm	5
1587	microscopy	5
1588	amygdala	5
1589	transcription factor	5
1590	validity	5
1591	sarcoma	5
1592	signaling	5
1593	nucleonen	5
1594	trillingen	5
1595	adenosinetrifosfatasen	5
1596	ultraviolette straling	5
1597	foto-elektronspectrometrie	5
1598	organisaties	5
1599	kosmische straling	5
1600	hoge-energiekernfysica	5
1601	1700-1750	5
1602	radiotelescopen	5
1603	economische groei	5
1604	ondernemingen	5
1605	bronstijd	5
1606	overheidseconomie	5
1607	bipolaire stoornis	5
1608	centrale overheidslichamen	5
1609	44.42	5
1610	seizoeninvloeden	5
1611	populaties (biologie)	5
1612	welbevinden	5
1613	econometrische modellen	5
1614	communicatie	5
1615	genen	5
1616	contemporaine westerse filosofie (20 en 21e eeuw)	5
1617	1550-1600	5
1618	vroege christendom	5
1619	ziekte van ménière	5
1620	afrika	5
1621	besliskunde	5
1622	lipasen	5
1623	absorptie	5
1624	molecular recognition	5
1625	galzuren	5
1626	hersenschors	5
1627	leerprocessen	5
1628	speltheorie	5
1629	micro-economie	5
1630	44.31	5
1631	burkina faso	5
1632	markteconomie	5
1633	joden	5
1634	angiotensinen	5
1635	regeltechniek	5
1636	chemische processen (procestechnologie)	5
1637	led	5
1638	bestuursrecht: overige	5
1639	grignardverbindingen	5
1640	proteèinurie	5
1641	historiografie	5
1642	biologisch $transport	5
1643	diëlektrische en optische eigenschappen, spectroscopie	5
1644	immunosuppressie	5
1645	glycoproteïnen	5
1646	sterrenclusters	5
1647	85.08	5
1648	noord-nederland	5
1649	aminen	5
1650	virulentie	5
1651	klassieke archeologie	5
1652	meetinstrumenten	5
1653	rusland	5
1654	fonologie	5
1655	ethiek (filosofie)	5
1656	expressie	5
1657	biografieën (vorm)	5
1658	geschiedschrijving	5
1659	trauma's (geneeskunde)	5
1660	vloeistoffen	5
1661	internationaal privaatrecht	5
1662	natuurlijke-taalverwerking	5
1663	donors	5
1664	scheidingstechnieken	5
1665	excitonen	5
1666	spectroscopie	5
1667	31.73	5
1668	natrium	5
1669	35.18	5
1670	hersenbeschadiging	5
1671	pragmatiek	5
1672	kernreacties, kernverstrooiing: theorie	5
1673	koolmees	5
1674	44.80	5
1675	endeldarm	5
1676	kwantumchromodynamica	5
1677	85.40	5
1678	hart- en $vaatziekten	5
1679	mathematische fysica	5
1680	technetium	5
1681	polymeertechnologie	5
1682	differentiaalvergelijkingen	5
1683	nederlands	5
1684	plantenziektenkunde	5
1685	85.10	5
1686	1500-2000	5
1687	voedingsstoffen	5
1688	verknopingen	5
1689	44.94	5
1690	diffusie (natuurwetenschappen)	5
1691	excitatie	5
1692	toegepaste psychologie	5
1693	groei	5
1694	bejaardenzorg	5
1695	taalonderwijs	5
1696	quarks	5
1697	leverfunctie	5
1698	1200-1300	5
1699	dialecten	5
1700	reperfusie	5
1701	genetische manipulatie	5
1702	franse letterkunde	5
1703	clicks	5
1704	oudheid	5
1705	plasticiteit	5
1706	veroudering (biologie, psychologie)	5
1707	elektronenbanen	5
1708	heterocyclische verbindingen	5
1709	economische politiek	5
1710	mathematische linguïstiek, computerlinguïstiek	5
1711	clusters (natuurkunde)	5
1712	strafprocesrecht, strafrechtelijke sancties	5
1713	gentherapie	5
1714	biologisch ritme	5
1715	biosensoren	5
1716	leukocyten	5
1717	polyketonen	5
1718	33.74	5
1719	diermodellen	5
1720	slijmvliezen	5
1721	scoliose	5
1722	51.22	5
1723	keel- neus- en oorheelkunde	5
1724	midden- en kleinbedrijf	5
1725	a	5
1726	hartritmestoornissen	5
1727	agressief gedrag	5
1728	gladde spieren	5
1729	33.45	5
1730	complexiteit	5
1731	chemokinen	5
1732	structuuranalyse	5
1733	milieucompartimenten	5
1734	signaalverwerking	5
1735	overgewicht	5
1736	suriname (land)	5
1737	statistische mechanica	5
1738	erfelijkheid en omgeving	5
1739	vezels (materiaal)	5
1740	pedagogiek	5
1741	1400-1500	5
1742	afstotingsreacties	5
1743	spiegelneuronen	5
1744	monoklonale antistoffen	5
1745	energieverbruik	5
1746	35.52 organische synthesen	5
1747	laryngectomie	5
1748	risicobeheersing	5
1749	1960-1970	5
1750	elektronenoverdracht	5
1751	medische wiskunde	5
1752	transplantaten	5
1753	onderwijs, beroepsuitoefening en organisaties van de geneesk	5
1754	semantiek	5
1755	delicten	5
1756	neuropsychologie	5
1757	vermogensrecht	5
1758	longen	5
1759	zirkonium	5
1760	anca	5
1761	monte carlo-methode	5
1762	controle	5
1763	financieel management, financiering	5
1764	modellen (vorm)	5
1765	eritrea	5
1766	etiologie (geneeskunde)	5
1767	metabolieten	5
1768	astronomische instrumenten	5
1769	allergie	5
1770	cycloaddities	5
1771	west-afrika	5
1772	wieren	5
1773	epoxidatie	5
1774	platinum	5
1775	cattle	5
1776	nitrogen	5
1777	dog	5
1778	platelet	5
1779	gis	5
1780	hydrology	5
1781	microspheres	5
1782	geology	5
1783	greece	5
1784	deposition	5
1785	bifurcation	5
1786	energy efficiency	5
1787	wiskunde: algemeen	5
1788	mediterranean	5
1789	farm management	5
1790	plantenziekten	5
1791	plantenvirussen	5
1792	plant viruses	5
1793	land evaluation	5
1794	landevaluatie	5
1795	farmers	5
1796	vulnerable plaque	4
1797	virulence factors	4
1798	hemophilia	4
1799	morphine	4
1800	active surveillance	4
1801	glycosylation	4
1802	new product development	4
1803	crowding	4
1804	team performance	4
1805	gonadal function	4
1806	bone mineral density	4
1807	small for gestational age	4
1808	students	4
1809	fasting	4
1810	causaliteit	4
1811	outcomes	4
1812	medical education	4
1813	renal insufficiency	4
1814	eczema	4
1815	tobacco	4
1816	sudden cardiac death	4
1817	clinical trial	4
1818	health care reform	4
1819	somatostatin receptor	4
1820	information processing	4
1821	transition management	4
1822	transitions	4
1823	craniosynostosis	4
1824	self-management	4
1825	cultural sociology	4
1826	media	4
1827	dosimetry	4
1828	brca2	4
1829	complication	4
1830	pain management	4
1831	nurse practitioner	4
1832	liver cirrhosis	4
1833	ischemic heart disease	4
1834	higher education	4
1835	liver metastases	4
1836	urine	4
1837	targeted therapy	4
1838	experiments	4
1839	weight loss	4
1840	insurance	4
1841	pulmonary hypertension	4
1842	microsimulation	4
1843	ptsd	4
1844	community	4
1845	cardiovascular risk	4
1846	next generation sequencing	4
1847	resources	4
1848	suppliers	4
1849	sourcing	4
1850	competitors	4
1851	immigrants	4
1852	life satisfaction	4
1853	chromatin remodeling	4
1854	brca1	4
1855	mathematical modeling	4
1856	feedback	4
1857	integration	4
1858	recovery	4
1859	repair	4
1860	warehouses	4
1861	time series	4
1862	hospital	4
1863	vwf	4
1864	parkinson disease	4
1865	strafprocesrecht	4
1866	health impact assessment	4
1867	suppression	4
1868	tolerance	4
1869	arterial diseases	4
1870	lithium	4
1871	bottom-up	4
1872	governance structure	4
1873	revenue management	4
1874	thalamus	4
1875	fixation	4
1876	tcr	4
1877	eye tracking	4
1878	thrombin	4
1879	gastroenteritis	4
1880	hierarchy	4
1881	etnografie	4
1882	housing	4
1883	sex hormones	4
1884	organizational behavior	4
1885	field experiment	4
1886	subsidies	4
1887	urinary incontinence	4
1888	oesophageal cancer	4
1889	valuation	4
1890	nose	4
1891	european law	4
1892	ltp	4
1893	phenotypes	4
1894	financial economics	4
1895	water supply	4
1896	personnel selection	4
1897	prophylaxis	4
1898	performance evaluation	4
1899	cities	4
1900	rechtsvergelijking	4
1901	peripheral arterial disease	4
1902	orientation	4
1903	girls	4
1904	acute leukemia	4
1905	timing	4
1906	musculoskeletal disorders	4
1907	economic growth	4
1908	ethnography	4
1909	arbeidsongeschiktheid	4
1910	polarity	4
1911	semantics	4
1912	malnutrition	4
1913	macular degeneration	4
1914	ovary	4
1915	interorganizational networks	4
1916	knowledge discovery	4
1917	human resource management	4
1918	distraction osteogenesis	4
1919	long-term	4
1920	nederlandse antillen	4
1921	work ability	4
1922	nafta	4
1923	profitability	4
1924	exercise training	4
1925	shoulder	4
1926	strategic management	4
1927	limb	4
1928	global warming	4
1929	outsourcing	4
1930	behavioral finance	4
1931	elderly people	4
1932	child cancer	4
1933	supply chains	4
1934	molecular epidemiology	4
1935	quantification	4
1936	buitenlandse politiek	4
1937	capabilities	4
1938	scoliosis	4
1939	prostate cancer screening	4
1940	brains	4
1941	resilience	4
1942	nutrients	4
1943	renal transplantation	4
1944	neurotransmitters	4
1945	meningitis	4
1946	side effects	4
1947	stenting	4
1948	cardiovascular system	4
1949	wia	4
1950	pelvic floor	4
1951	tropical diseases	4
1952	birth weight	4
1953	income	4
1954	guideline	4
1955	attention	4
1956	light therapy	4
1957	implantatie	4
1958	in-vitrofertilisatie	4
1959	recombinant dna	4
1960	brachytherapy	4
1961	head and neck cancer	4
1962	tweede wereldoorlog	4
1963	ambidexterity	4
1964	turbulence	4
1965	persistence	4
1966	productivity	4
1967	adenocarcinoma	4
1968	ict	4
1969	inflation	4
1970	urinary tract	4
1971	medical specialists	4
1972	ulcerative colitis	4
1973	pakistan	4
1974	polarization	4
1975	respiratory diseases	4
1976	immunodeficiency	4
1977	mammography	4
1978	psychotherapy	4
1979	occupational health	4
1980	docetaxel	4
1981	laparoscopy	4
1982	rheumathology	4
1983	maculopathy	4
1984	mapping	4
1985	pulmonary hypoplasia	4
1986	psychophysiology	4
1987	electrocardiography	4
1988	chromatine	4
1989	psychosis	4
1990	ivf	4
1991	diversification	4
1992	hepatology	4
1993	clusters	4
1994	firms	4
1995	animal models	4
1996	parameter estimation	4
1997	physiotherapy	4
1998	neuroendocrinology	4
1999	ddr	4
2000	food intake	4
2001	prolactin	4
2002	perinatale geneeskunde	4
2003	violence	4
2004	pollution	4
2005	electromyography	4
2006	longitudinal study	4
2007	nursing	4
2008	satisfaction	4
2009	activation	4
2010	microcirculation	4
2011	bypass	4
2012	blood circulation	4
2013	virus	4
2014	newborns	4
2015	reproducibility	4
2016	replication	4
2017	economic evaluation	4
2018	delirium	4
2019	lopen	4
2020	lichaamsbeweging	4
2021	tussenwervelschijf	4
2022	gassen	4
2023	biosynthesis	4
2024	strottenhoofd	4
2025	slagaderen	4
2026	unethical behavior	4
2027	electroretinogram	4
2028	homologous recombination	4
2029	syphilis	4
2030	onvruchtbaarheid	4
2031	coronavirus	4
2032	back pain	4
2033	aorta	4
2034	health promotion	4
2035	pharmacovigilance	4
2036	commitment	4
2037	liver cells	4
2038	heart rate	4
2039	lymphocyte	4
2040	research and development	4
2041	tibial	4
2042	female	4
2043	filosofie en ethiek van de geneeskunde	4
2044	gastro-enterology	4
2045	premature	4
2046	hepatitis-b	4
2047	sertoli cells	4
2048	p53	4
2049	senescence	4
2050	uterus	4
2051	electricity	4
2052	intellectual disabilities	4
2053	risk factor	4
2054	genetic information	4
2055	population	4
2056	economische toestand	4
2057	concurrentie	4
2058	lokale overheidslichamen	4
2059	land use	4
2060	landbouweconomie	4
2061	sri lanka	4
2062	interventie	4
2063	internationale handel	4
2064	macht	4
2065	migratie (demografie)	4
2066	safety	4
2067	manager	4
2068	transactions	4
2069	management control	4
2070	production	4
2071	consumers	4
2072	cell division	4
2073	orthopedagogiek: overige	4
2074	fysiotherapie	4
2075	schouders	4
2076	melkzuur	4
2077	sheep	4
2078	suriname	4
2079	specificity	4
2080	interleukinen	4
2081	non-hodgkin-lymfoom	4
2082	thyroids	4
2083	prostaatkanker	4
2084	cerebral blood flow	4
2085	lipid	4
2086	innate immunity	4
2087	nanoparticles	4
